,feature_1,feature_2,feature_3,feature_4,feature_5
749,What You Need To Know About The Secret Trump Dossier - BuzzFeed News,,web.archive.org,404,10749
750,A Former Trump Adviser Took A Big Check From This Russian Cybersecurity Firm - BuzzFeed News,,web.archive.org,404,10750
751,Deaths Of Despair: The White American Working Class Is Dying Young - BuzzFeed News,,web.archive.org,404,10751
752,The US Issued Sanctions And Hopes North Korea's Friends Get The Hint - BuzzFeed News,,web.archive.org,404,10752
753,The Senate Has Confirmed Neil Gorsuch To The Supreme Court - BuzzFeed News,,web.archive.org,404,10753
754,Democrats Are Taking Another Shot At Protecting LGBT Kids From So-Called Cures - BuzzFeed News,,web.archive.org,404,10754
755,Republicans Are Calling For Independent Investigations Into Russia After Trump Fired The FBI Director - BuzzFeed News,,web.archive.org,404,10755
756,A Woman Allegedly Tried To Run A Republican Congressman Off The Road Over His Vote To Repeal Obamacare - BuzzFeed News,,web.archive.org,404,10756
757,Whatever Happened To The Trump Administration’s Muslim Brotherhood Ban - BuzzFeed News,,web.archive.org,404,10757
758,Facebook Director Peter Thiel Is Leading The Search For Trump's Top Antitrust Officials - BuzzFeed News,,web.archive.org,404,10758
759,Republicans In Congress Want To Crack Down On Class-Action Lawsuits - BuzzFeed News,,web.archive.org,404,10759
760,"After Syria Strike, Most Lawmakers Aren't Pushing For A New War Authorization Yet - BuzzFeed News",,web.archive.org,404,10760
761,Senators Want To See The Receipts On Michael Flynn's Dealings With Russia - BuzzFeed News,,web.archive.org,404,10761
762,"Milo Yiannopoulos Calls Abuse Victims ""Whinging, Selfish Brats"" In A Newly Emerged Video - BuzzFeed News",,web.archive.org,404,10762
763,Don't Let Men Steal Your Favorite Songs - BuzzFeed News,,web.archive.org,404,10763
764,This Goldman Sachs Conference Has 76 Speakers And Only Five Are Women - BuzzFeed News,,web.archive.org,404,10764
765,One Of The Best-Known Film Composers In The World Is Calling Out Sexism - BuzzFeed News,,web.archive.org,404,10765
766,"Delta Suffered ""Failure Of Crew Tracking Systems"" During Canceled Flight Fiasco - BuzzFeed News",,web.archive.org,404,10766
767,The Whole Grain Terror In School Lunches Is About To End - BuzzFeed News,,web.archive.org,404,10767
768,The Race Is On For The First Trillion Dollar Company - BuzzFeed News,,web.archive.org,404,10768
769,12 Powerful Pictures That Capture Life With A Chronic Illness - BuzzFeed News,,web.archive.org,404,10769
770,Why Marco Rubio Will Vote To Confirm Trump’s Secretary Of State - BuzzFeed News,,web.archive.org,404,10770
771,"Which TV Shows Have Been Renewed, Which Have Been Canceled, And Which Are We Waiting To Hear About",,web.archive.org,404,10771
772,More Than Half Of Immigrants Arrested In ICE Raids Had No Criminal Record Or Traffic Convictions - BuzzFeed News,,web.archive.org,404,10772
773,"This ""Willy Wonka"" Theory Basically Proves That Those Kids Got A Golden Ticket Straight To Death",,web.archive.org,404,10773
774,The White House Is Preparing To Make A Move On The DC Federal Trial Court - BuzzFeed News,,web.archive.org,404,10774
775,11 Democratic Senators Are Backing A Bill To Bring Back Internet Privacy Rules - BuzzFeed News,,web.archive.org,404,10775
776,Trump Extends A Hand To Hispanic Businesses — But Some Are Worried About What Happens Next - BuzzFeed News,,web.archive.org,404,10776
777,Arkansas Is Fighting To Carry Out Executions Before Drugs Expire - BuzzFeed News,,web.archive.org,404,10777
778,This Is What It's Really Like To Go To Dinah Shore For The Very First Time,,web.archive.org,404,10778
779,New York Governor Wants To Add Abortion Rights To The State Constitution - BuzzFeed News,,web.archive.org,404,10779
780,Mormon Leaders Condemn Bigotry And Vitriol In Apparent Rebuke Of Trumpism - BuzzFeed News,,web.archive.org,404,10780
781,"2016 Was The Deadliest Year For Syria's Children, UNICEF Says - BuzzFeed News",,web.archive.org,404,10781
782,This Country Wants To Tax The Unemployed But People Are Trying To Fight Back - BuzzFeed News,,web.archive.org,404,10782
783,"Beyoncé Dropped Out Of Coachella, Because Duh",,web.archive.org,404,10783
784,Senate Democrats Want An Ethics Watchdog To Investigate Donald Trump's Pick For HHS - BuzzFeed News,,web.archive.org,404,10784
785,"As Silicon Valley Spoke Up On The Immigration Ban, Corporate America Stayed Quiet - BuzzFeed News",,web.archive.org,404,10785
786,A Federal Agency Has Started To Return Censored Animal Safety Records Online - BuzzFeed News,,web.archive.org,404,10786
787,Here’s Why Republicans Are Confident Neil Gorsuch Will Be On The Supreme Court - BuzzFeed News,,web.archive.org,404,10787
788,“Grey Death” Heroin That Looks Like Concrete Is Killing People - BuzzFeed News,,web.archive.org,404,10788
789,Apple Will Announce Amazon Prime Video Coming To Apple TV At WWDC - BuzzFeed News,,web.archive.org,404,10789
790,Feds' Civil Rights Steward Faces A “Rocky Road” Under Trump - BuzzFeed News,,web.archive.org,404,10790
791,How The Best Podcast Of The Year Was Made,,web.archive.org,404,10791
792,This Is How Planned Parenthood Is Fighting Back In Trump's America - BuzzFeed News,,web.archive.org,404,10792
793,The Final Death Of The Arab Spring Comes Courtesy Of Trump - BuzzFeed News,,web.archive.org,404,10793
794,"Live Updates: Trump Replaces Flynn But Says He Got ""Very, Very Unfair"" Treatment - BuzzFeed News",,web.archive.org,404,10794
795,Burger King Defeated Google's Block And Successfully Hijacked People's Speakers - BuzzFeed News,,web.archive.org,404,10795
796,This App Warns You If You're Entering A Sketchy Financial District - BuzzFeed News,,web.archive.org,404,10796
797,These Images Show The Racially Charged Effort To Remove Confederate Monuments In New Orleans - BuzzFeed News,,web.archive.org,404,10797
798,Trump Says He Thought Being President Would Be Easier Than His Life As A Businessman - BuzzFeed News,,web.archive.org,404,10798
799,Le ministre Baylet accusé de violences: l'enquêteur de l'époque témoigne - BuzzFeed News,,web.archive.org,404,10799
800,Pro-Trump Media Has A New Obsession: The White House Briefing Room - BuzzFeed News,,web.archive.org,404,10800
801,People Who Work For The US Government Are Asking Themselves If They Can Work Under Trump - BuzzFeed News,,web.archive.org,404,10801
802,Trump Says CNN Is Fake News — But That’s Where He Wants Surrogates - BuzzFeed News,,web.archive.org,404,10802
803,27 Memes For Anyone Who Took The AP Lit Exam And Lived To Tell The Tale - BuzzFeed News,,web.archive.org,404,10803
804,Federal Judge Won't Immediately Stop Construction On The Dakota Access Pipeline - BuzzFeed News,,web.archive.org,404,10804
805,This Gay Couple Is Worried Trump's Refugee And Immigration Ban Will Keep Them Apart,,web.archive.org,404,10805
806,Democratic War Room Expands With Plans To Scrutinize Hundreds And Hundreds Of Trump Appointees - BuzzFeed News,,web.archive.org,404,10806
807,Live Updates: Trump Narrowing Search For Next FBI Director After Comey Firing - BuzzFeed News,,web.archive.org,404,10807
808,"27 Fucking Infuriating Things That Happened On ""Pretty Little Liars""",,web.archive.org,404,10808
809,Someone In The Trump Administration Finally Explained What “America First” Means - BuzzFeed News,,web.archive.org,404,10809
810,Just A Few Of The LGBT Signs People Carried At The Women's March,,web.archive.org,404,10810
811,Nicki Finally Responded To Remy Ma And People Have A Lot Of Different Feelings About It,,web.archive.org,404,10811
812,J.K. Rowling Just Gave The Best Advice Any Aspiring Writer Will Ever Receive,,web.archive.org,404,10812
813,The Pentagon Will Now Get To Decide How Many Troops To Send To Fight ISIS - BuzzFeed News,,web.archive.org,404,10813
814,A Story From The Sony Hack Has Been Quietly Deleted From Gawker - BuzzFeed News,,web.archive.org,404,10814
815,"These Students Were Asked To Sign ""I'm Gay"" Legal Documents To Serve On Council - BuzzFeed News",,web.archive.org,404,10815
816,Georgia Just Passed A Law Allowing Concealed Guns On College Campuses - BuzzFeed News,,web.archive.org,404,10816
817,La réponse de cette femme à Fillon sur l’autisme a été partagée plus de 4500 fois - BuzzFeed News,,web.archive.org,404,10817
818,Here's What's Really Up With That Super Bowl Lumber Ad About Immigration - BuzzFeed News,,web.archive.org,404,10818
819,"This Kindergarten Class Threw A ""Millionaire Bash"" To Celebrate Reading 1,000,000 Words In A Year - BuzzFeed News",,web.archive.org,404,10819
820,The Opioid Epidemic Is Actually Two Epidemics - BuzzFeed News,,web.archive.org,404,10820
821,California Bill Proposes New Regulations On Toys That Record Children - BuzzFeed News,,web.archive.org,404,10821
822,US Border Patrol Agent Accused Of Sexually Assaulting Two Immigrant Sisters - BuzzFeed News,,web.archive.org,404,10822
823,House Republicans Are Going On A Two Week Break Without Finishing Some Of Their Big To-Do Items - BuzzFeed News,,web.archive.org,404,10823
824,Here's Why Russia's Not Going To Dump Iran And Syria Anytime Soon - BuzzFeed News,,web.archive.org,404,10824
825,Thames Water Has Been Fined £20 Million After Polluting The Thames With Raw Sewage - BuzzFeed News,,web.archive.org,404,10825
826,This Boston Bombing Survivor Is Now Engaged To The Firefighter Who Helped Save Her Life - BuzzFeed News,,web.archive.org,404,10826
827,"Piers Morgan Was Told To ""Fuck Off"" On Live TV For Saying Trump's Ban Wasn't Targeting Muslims - BuzzFeed News",,web.archive.org,404,10827
828,Chatter About Starbucks Turned Negative After Its Promise To Hire Refugees - BuzzFeed News,,web.archive.org,404,10828
829,"FBI Director Comey: ""There Is No Such Thing As Absolute Privacy In America"" - BuzzFeed News",,web.archive.org,404,10829
830,"Wendy Walsh Says Bill O'Reilly ""Got Very Hostile"" After She Refused To Go To His Hotel Room - BuzzFeed News",,web.archive.org,404,10830
831,This Hilarious Mother's Day Meme Is Too Real For Anyone With A Mom - BuzzFeed News,,web.archive.org,404,10831
832,Apple Patented Its Very Own Pizza Box Design - BuzzFeed News,,web.archive.org,404,10832
833,The Canadian Government Says It Will Help People Stranded By The US Travel Ban - BuzzFeed News,,web.archive.org,404,10833
834,A Bunch Of Hacked Twitter Accounts Tweeted Swastikas And Turkish Propaganda - BuzzFeed News,,web.archive.org,404,10834
835,In Pictures: Presidential Inaugurations Through American History - BuzzFeed News,,web.archive.org,404,10835
836,A University Sued Its Own Student Newspaper And Won - BuzzFeed News,,web.archive.org,404,10836
837,A Massive Storm Hit Southern California And Chaos Ensued - BuzzFeed News,,web.archive.org,404,10837
838,Four Mosques Have Burned In Seven Weeks — Leaving Many Muslims and Advocates Stunned - BuzzFeed News,,web.archive.org,404,10838
839,How One Generation Changed The Way We Think About Furniture - BuzzFeed News,,web.archive.org,404,10839
840,What's Going On In The News Today - BuzzFeed News,,web.archive.org,404,10840
841,Republican Senator Blames Health Care Criticism On The Public Wanting “To Take Every Dime They Can” - BuzzFeed News,,web.archive.org,404,10841
842,Why Do Interest Rates Go Up For Your Credit Card But Not Your Savings Account - BuzzFeed News,,web.archive.org,404,10842
843,Frank Ocean Just Released Another New Song And People Are Losing It,,web.archive.org,404,10843
844,"""The Good Fight"" Is Taking On Free Speech In Donald Trump's America",,web.archive.org,404,10844
845,"Attorney General Sessions Told Congress He Had ""No Contact"" With Russians. But He Met Their Ambassador Twice - BuzzFeed News",,web.archive.org,404,10845
846,"While Police Investigate The Death Of A Judge, The Media Is Struggling To Determine Her Faith - BuzzFeed News",,web.archive.org,404,10846
847,Grindr's New Emoji Keyboard May Have Referenced Crystal Meth And People Are Confused - BuzzFeed News,,web.archive.org,404,10847
848,FAA Defends Its Decision Not To Limit How Small Seats Can Be On Airplanes - BuzzFeed News,,web.archive.org,404,10848
849,"A Florida Man Tried To Get Rich By Bombing Target, Prosecutors Say - BuzzFeed News",,web.archive.org,404,10849
850,The IRS Has Hired A Debt Collector That Is Being Sued By The Government - BuzzFeed News,,web.archive.org,404,10850
851,Bill Cosby Says He Will Not Testify In His Upcoming Criminal Trial - BuzzFeed News,,web.archive.org,404,10851
852,Jerry Sandusky's Son Was Arrested For Allegedly Sexually Abusing A Child - BuzzFeed News,,web.archive.org,404,10852
853,Here's How Gig Workers Are Feeling About Trumpcare - BuzzFeed News,,web.archive.org,404,10853
854,Pentagon Clashes With Civilian Aid Workers Over Planned Military Assault In Yemen - BuzzFeed News,,web.archive.org,404,10854
855,Passengers On A NYC Subway Worked Together To Remove Nazi Graffiti And People Are Inspired - BuzzFeed News,,web.archive.org,404,10855
856,Gay Russians Are Trying To Flee Kidnapping And Torture. The US Has Denied Them Visas - BuzzFeed News,,web.archive.org,404,10856
857,This Is Why That Google Doc Spear Phishing Email Tricked So Many People - BuzzFeed News,,web.archive.org,404,10857
858,The Plaintiff In The Landmark Supreme Court Case Legalizing Abortion Dies - BuzzFeed News,,web.archive.org,404,10858
859,15 Struggles Black Trans People Face When Getting Health Care - BuzzFeed News,,web.archive.org,404,10859
860,"Senator Asks FBI Director To Clarify ""Inconsistencies"" On Trump Dossier - BuzzFeed News",,web.archive.org,404,10860
861,This Is What's Behind The Chaotic Scenes Of Protesters Storming Macedonia's Parliament - BuzzFeed News,,web.archive.org,404,10861
862,White House To Announce 10 Trump Nominees For The Federal Courts On Monday - BuzzFeed News,,web.archive.org,404,10862
863,This Photo Of Donald Trump Jr. In The Woods Is Now A Huge Meme - BuzzFeed News,,web.archive.org,404,10863
864,"No Animal Abuse Occurred On ""A Dog's Purpose"" Set, Investigation Finds - BuzzFeed News",,web.archive.org,404,10864
865,Muslim Groups Are Bracing For Trump To Stop Muslim Immigration - BuzzFeed News,,web.archive.org,404,10865
866,Hey! Remember That Time George H.W. Bush Refused To Let Nazis Stay On His Campaign - BuzzFeed News,,web.archive.org,404,10866
867,"A Former Top Official Cited In The DOJ's Comey Memo Calls Firing A ""Sham"" - BuzzFeed News",,web.archive.org,404,10867
868,Facebook Is Closing Its Oculus VR Movie Studio - BuzzFeed News,,web.archive.org,404,10868
869,People Think This Student’s Tweet About Gender-Neutral Bathrooms Is Too Pure For This World - BuzzFeed News,,web.archive.org,404,10869
870,These Syrians Were Finally Fleeing Their Besieged Towns But Then They Were Attacked - BuzzFeed News,,web.archive.org,404,10870
871,Texas Might Be Hit With A Boycott Because It Banned Sanctuary Cities - BuzzFeed News,,web.archive.org,404,10871
872,"People Are Using ""Nevertheless, She Persisted"" To Share Examples Of Badass Women - BuzzFeed News",,web.archive.org,404,10872
873,"Uber Is 64% Male, According To Its New Diversity Report - BuzzFeed News",,web.archive.org,404,10873
874,Some Silicon Valley Companies Are Already Rebelling Against A Plan To Make Net Neutrality Voluntary - BuzzFeed News,,web.archive.org,404,10874
875,A United Nations Observer Said The US Is Still Mistreating Native People - BuzzFeed News,,web.archive.org,404,10875
876,"A Staggering 7% Of Australian Catholic Priests Abused Children, Commission Finds - BuzzFeed News",,web.archive.org,404,10876
877,Here's What Will Happen To Donald Trump's Businesses Once He Is President - BuzzFeed News,,web.archive.org,404,10877
878,Oklahoma Governor And Senator Want Troubled Youth Psych Facility Investigated - BuzzFeed News,,web.archive.org,404,10878
879,The CW Revives One Of The Most Iconic Shows Of All-Time,,web.archive.org,404,10879
880,Paul Manafort Volunteers To Testify Before Congress Amid Russia Investigation - BuzzFeed News,,web.archive.org,404,10880
881,Here’s What Mark Zuckerberg Told Us About The Wild Things Facebook’s New Camera Will Do - BuzzFeed News,,web.archive.org,404,10881
882,18 Reasons Why Teachers Need To Shut Up About Being Underpaid,,web.archive.org,404,10882
883,A More Humble Facebook Is Deploying Charm And Its Checkbook To Win Over Critics - BuzzFeed News,,web.archive.org,404,10883
884,The New Starbucks Seasonal Cups Are Basically Unrecognizable,,web.archive.org,404,10884
885,Twitter Breaks All Its Eggs - BuzzFeed News,,web.archive.org,404,10885
886,The Photos Coming Out Of Syria After A Suspected Chemical Attack Are Horrifying - BuzzFeed News,,web.archive.org,404,10886
887,American Airlines Gave Workers A Raise And Wall Street Is Furious - BuzzFeed News,,web.archive.org,404,10887
888,Here's How To Eat A Little Healthier This Week,,web.archive.org,404,10888
889,"JetBlue Never Overbooks, But It's The King Of Involuntarily Bumping People - BuzzFeed News",,web.archive.org,404,10889
890,"""That '70s Show"" Actor Danny Masterson Investigated Over Sexual Assault Allegations - BuzzFeed News",,web.archive.org,404,10890
891,This White House List Contradicts Trump's Claim The News Media Ignores Terror Attacks - BuzzFeed News,,web.archive.org,404,10891
892,This Meme Of Meryl Streep Yelling To Your Favorite Songs Is The Funniest Thing You'll See Today,,web.archive.org,404,10892
893,5 Ways Scammers Exploit Facebook To Feed You False Information - BuzzFeed News,,web.archive.org,404,10893
894,Snap Inc.’s Growth Is Pissing Off Its Neighbors - BuzzFeed News,,web.archive.org,404,10894
895,Civil Rights Groups Are Ready To Sue Trump If He Signs A Broad Religious Freedom Order - BuzzFeed News,,web.archive.org,404,10895
896,Trump Badly Wants Pundits' Approval. TV Loves His Syria Strike. So What Comes Next - BuzzFeed News,,web.archive.org,404,10896
897,"US Ebola Czar Calls Trump ""Badly Misguided"" On Diseases - BuzzFeed News",,web.archive.org,404,10897
898,You Should Read This Before The North Korea Fratricide Story Gets Any Crazier - BuzzFeed News,,web.archive.org,404,10898
899,"Comet Ping Pong ""Pizzagate"" Shooter Pleads Guilty To Weapons Charges - BuzzFeed News",,web.archive.org,404,10899
900,Marvel's Queer Latina Superhero Gets The Beyoncé Treatment And It's Awesome,,web.archive.org,404,10900
901,Taylor Swift Didn't Go To The Women's March And People Are Mad,,web.archive.org,404,10901
902,It's Hard To Overstate Just How Strange The House Intelligence Committee Drama Is - BuzzFeed News,,web.archive.org,404,10902
903,Republicans Try And Navigate Tense Town Halls - BuzzFeed News,,web.archive.org,404,10903
904,Fox News Quietly Settled Sexual Harassment Allegations Against Bill O'Reilly - BuzzFeed News,,web.archive.org,404,10904
905,"A Comedian Who Has Allegedly Lied About Being A ""Millennial"" For Years Will Perform At An Inaugural Ball - BuzzFeed News",,web.archive.org,404,10905
906,Girl Scouts Are Taking Credit Card Payments For Cookies And It’s Diabolical - BuzzFeed News,,web.archive.org,404,10906
907,"Michelle Obama Wrote The Star Of ""Black-ish"" A College Recommendation And It's Amazing",,web.archive.org,404,10907
908,This Is The French Police Officer Who Was Killed By A Terrorist On The Champs-Élysées - BuzzFeed News,,web.archive.org,404,10908
909,Burger King And Popeyes Could Merge And Become A Chicken And Burger Giant - BuzzFeed News,,web.archive.org,404,10909
910,Genius: These German Buses Have Bookshelves With Free Books,,web.archive.org,404,10910
911,Blue Apron Is Pushing Back Against Proposed Food Safety Regulations - BuzzFeed News,,web.archive.org,404,10911
912,9 Incredible Photo Stories You Absolutely Can’t Miss - BuzzFeed News,,web.archive.org,404,10912
913,This Marine Thought He’d Shut Down The Facebook Group Sharing Revenge Porn — But It Came Back - BuzzFeed News,,web.archive.org,404,10913
914,"This Pro-Trump ""Fact-Checking"" Website Is Run By An American In Russia - BuzzFeed News",,web.archive.org,404,10914
915,Inside The “Mad Max-Style” Tactics ISIS Is Using In Its Last Stand In Iraq - BuzzFeed News,,web.archive.org,404,10915
916,A Top Democrat Said There Is Evidence Linking Trump's Team To Russia - BuzzFeed News,,web.archive.org,404,10916
917,The Swamp Is Getting Tired Of Winning - BuzzFeed News,,web.archive.org,404,10917
918,Mountain Lions Are Getting Killed Off Trying To Cross Los Angeles Freeways - BuzzFeed News,,web.archive.org,404,10918
919,Almost Half Of Patients Prescribed Opioids For A Month Get Hooked For A Year - BuzzFeed News,,web.archive.org,404,10919
920,Apple Says It Has Patched The Vulnerabilities Mentioned In The Wikileaks Dump Of CIA Cyber Tools - BuzzFeed News,,web.archive.org,404,10920
921,The Leader Of North Korea's Brother Was Mysteriously Killed After Being Attacked At An Airport - BuzzFeed News,,web.archive.org,404,10921
922,Police Officers Who Fatally Shot Alton Sterling Won't Face Federal Charges - BuzzFeed News,,web.archive.org,404,10922
923,Joe Biden Broke Down In Tears Receiving A Surprise Medal Of Freedom From Obama - BuzzFeed News,,web.archive.org,404,10923
924,The Texas Senate Just Advanced A Bill To Limit Transgender People’s Access To Bathrooms - BuzzFeed News,,web.archive.org,404,10924
925,"This Woman Found ""Octopus-Looking"" Mold Inside Her Coconut Water And Now She Plans To Sue - BuzzFeed News",,web.archive.org,404,10925
926,"Pentagon ""Presenting Options"" For Military Action In Syria - BuzzFeed News",,web.archive.org,404,10926
927,Why Is Alcohol Banned In Islam,,web.archive.org,404,10927
928,A Republican Lawmaker Wants To Turn In Students Who Don't Speak English To Save Money - BuzzFeed News,,web.archive.org,404,10928
929,The Viral Anti-Trump Movement Is Here — And It's A Huge Target - BuzzFeed News,,web.archive.org,404,10929
930,"19 Small, Cool Details In ""Westworld"" That You Might Not Have Noticed",,web.archive.org,404,10930
931,"Woman Who Assassinated North Korean Thought She Was Taking Part In A TV Show Prank, Police Say - BuzzFeed News",,web.archive.org,404,10931
932,Snap Inc.’s Growth Is Pissing Off Its Neighbors - BuzzFeed News,,web.archive.org,404,10932
933,Le livret distribué par ce lycée catho affirme que l’homosexualité n’est pas «normale» - BuzzFeed News,,web.archive.org,404,10933
934,People Are Praising This Guy For His Amazing Clapback At His Mom's Request For Food - BuzzFeed News,,web.archive.org,404,10934
935,"Witches And Christians Went Head-To-Head During A Spell Of ""Magical Resistance"" Against Trump - BuzzFeed News",,web.archive.org,404,10935
936,A Man On A Bus Was Seen With A 30 Gallon Tub Of Cinnabon Frosting And People Have So Many Questions - BuzzFeed News,,web.archive.org,404,10936
937,"Most American Adults Get News From Facebook — But They Don’t Really Trust It, A New Survey Says - BuzzFeed News",,web.archive.org,404,10937
938,Another Top Fox News Executive Is Heading For The Exits - BuzzFeed News,,web.archive.org,404,10938
939,"Aetna Withdrew From Obamacare Exchanges To Pressure Government, Judge Says - BuzzFeed News",,web.archive.org,404,10939
940,People Have A Lot Of Feelings About The New Power Rangers Movie Featuring A Queer Ranger - BuzzFeed News,,web.archive.org,404,10940
941,A Refugee Is Taking Facebook To Court In Germany Over Fake News - BuzzFeed News,,web.archive.org,404,10941
942,A US Citizen Was Killed In War-Torn Eastern Ukraine - BuzzFeed News,,web.archive.org,404,10942
943,Jeep And Dodge Cars Accused Of Cheating On Emissions Rules - BuzzFeed News,,web.archive.org,404,10943
944,"Donald J. Trump Reportedly Only Reads Memos If His Name, Donald J. Trump, Is Mentioned A Lot - BuzzFeed News",,web.archive.org,404,10944
945,Robin Thicke Called The Cops To His Ex-Wife's House To Pick Up His Son - BuzzFeed News,,web.archive.org,404,10945
946,Trump's Inaugural Concert Didn't Fill The National Mall - BuzzFeed News,,web.archive.org,404,10946
947,Trump Delivered A Fiery Campaign-Style Speech To A Raucous Crowd Of Supporters - BuzzFeed News,,web.archive.org,404,10947
948,The Statue Of Liberty Went Dark After An Unplanned Power Outage - BuzzFeed News,,web.archive.org,404,10948
949,A Protester Actually Tried To Hand The Portland Mayor A Pepsi And Spoiler Alert: Change Did Not Come - BuzzFeed News,,web.archive.org,404,10949
950,Snap Lost More Money In Three Months Than It’s Made In Its Entire Existence - BuzzFeed News,,web.archive.org,404,10950
951,Hillary Clinton Launches New Political Group - BuzzFeed News,,web.archive.org,404,10951
952,This Dog Is Once Again Acting As A Fill-In Dad For Abandoned Zoo Babies,,web.archive.org,404,10952
953,Police Worry Radical Trump Backers Will Bring Guns To Inauguration - BuzzFeed News,,web.archive.org,404,10953
954,California And Trump Are Set To Collide Over Electric Cars And Gas Guzzlers - BuzzFeed News,,web.archive.org,404,10954
955,Delta Has Canceled Thousands Of Flights And Everyone Is In Hell - BuzzFeed News,,web.archive.org,404,10955
956,The Road Women Marched On This Weekend Was Paved By Black Resistance - BuzzFeed News,,web.archive.org,404,10956
957,"Ford Will Lay Off Up To 20,000 Staff, Reports Say - BuzzFeed News",,web.archive.org,404,10957
958,Justice Department Appears To Rule Out Seeking Immediate Supreme Court Review In Travel Ban Case - BuzzFeed News,,web.archive.org,404,10958
959,Egypt's Feared Spy Agency Has Hired Some DC Lobbyists To Clean Up Its Image - BuzzFeed News,,web.archive.org,404,10959
960,"Meet The New Cast Of ""Dancing With The Stars""",,web.archive.org,404,10960
961,AT&T And Verizon Pull Google Ads Over Hate Speech Controversy - BuzzFeed News,,web.archive.org,404,10961
962,That Four Star Rating You Left Could Cost Your Uber Driver Her Job - BuzzFeed News,,web.archive.org,404,10962
963,As Many As Eight Survivors Found After An Avalanche Buries A Hotel In Italy - BuzzFeed News,,web.archive.org,404,10963
964,Apple Sets New App Store Record With $3 Billion In December Sales - BuzzFeed News,,web.archive.org,404,10964
965,President Trump Is Going To War With The Numbers He Doesn’t Like - BuzzFeed News,,web.archive.org,404,10965
966,"Who Decides What Gets Played On The Radio? More And More, It's Listeners - BuzzFeed News",,web.archive.org,404,10966
967,This Woman's Headphones Exploded Mid-Flight - BuzzFeed News,,web.archive.org,404,10967
968,21 Top Secret Devices From The Dangerous World Of Spies,,web.archive.org,404,10968
969,Bravo Is Gifting The World With A TV Show About Anna Wintour And Tina Brown - BuzzFeed News,,web.archive.org,404,10969
970,All The Action At The Golden Globes After Parties,,web.archive.org,404,10970
971,"The ""Myth"" Of Factory Jobs Coming Back To America - BuzzFeed News",,web.archive.org,404,10971
972,How We Dress Women For The End Of The World,,web.archive.org,404,10972
973,Diddy Has The Internet Rapping Their Favorite Biggie Verses In Honor Of The 20th Anniversary Of His Death,,web.archive.org,404,10973
974,French Jews Fear What's Next After Marine Le Pen Makes It To The Second Round - BuzzFeed News,,web.archive.org,404,10974
975,Working-Class Muslim Men Speak Honestly About Life In Britain Today - BuzzFeed News,,web.archive.org,404,10975
976,38 Photos That Remind You How Amazing Photojournalism Really Is - BuzzFeed News,,web.archive.org,404,10976
977,A Caltech Professor Harassed Two Women. Now Students Are Protesting His Return To Campus - BuzzFeed News,,web.archive.org,404,10977
978,Here Are The Funniest Tweets About The Google Docs Scam - BuzzFeed News,,web.archive.org,404,10978
979,"En plein JT, Pernaut s'étonne qu'une opération de police vise le FN si près de la présidentielle - BuzzFeed News",,web.archive.org,404,10979
980,Mexican State Attorney General Arrested At US Border On Drug Trafficking Charges - BuzzFeed News,,web.archive.org,404,10980
981,How The Health Care Fight Has Given Power Back To A Once-Quiet Conservative Group - BuzzFeed News,,web.archive.org,404,10981
982,People Are Hysterical Because Cats Are Now Allowed In The Westminster Dog Show - BuzzFeed News,,web.archive.org,404,10982
983,"This Woman Reimagined Michelangelo's ""The Creation Of Adam"" With Black Women And It's Beautiful",,web.archive.org,404,10983
984,Supreme Court Won't Stop Execution Of Man Convicted In Murder-For-Hire Scheme - BuzzFeed News,,web.archive.org,404,10984
985,Take A Look At What's Coming To TV In The 2017–2018 Season,,web.archive.org,404,10985
986,Burger King's New Ad Will Hijack Your Voice-Activated Speaker - BuzzFeed News,,web.archive.org,404,10986
987,A Federal Judge Offers A Behind-The-Bench Look At Trump's First Supreme Court Nominee - BuzzFeed News,,web.archive.org,404,10987
988,"New York City To Pay HIV-Positive Man Denied Job With NYPD $50,000 - BuzzFeed News",,web.archive.org,404,10988
989,"Juanita Broaddrick, qui accuse Bill Clinton de viol, veut qu'on la croie - BuzzFeed News",,web.archive.org,404,10989
990,"A Controversial Campus Rape Bill Is Really, Really Dead - BuzzFeed News",,web.archive.org,404,10990
991,"This Guy Yelled ""You're A Fucking Muslim"" And ""Donald Trump Will Stop You"" At A Family - BuzzFeed News",,web.archive.org,404,10991
992,This Is What Happens When You Face Your Childhood Sexual Abuser In Court - BuzzFeed News,,web.archive.org,404,10992
993,A New Culprit In The Student Loan Crisis: The Housing Collapse - BuzzFeed News,,web.archive.org,404,10993
994,This Grandmother's Reaction To Her Grandson Coming Out As Trans Is Too Adorable For Words - BuzzFeed News,,web.archive.org,404,10994
995,This Author Killed Herself After Writing A Novel About Her Alleged Rapist - BuzzFeed News,,web.archive.org,404,10995
996,Megyn Kelly Is Leaving Fox News For NBC - BuzzFeed News,,web.archive.org,404,10996
997,NASA Is Studying A Manned Trip Around The Moon On A $23 Billion Rocket - BuzzFeed News,,web.archive.org,404,10997
998,Google's Self-Driving Car Company Has Been Quietly Building Its Own Hardware - BuzzFeed News,,web.archive.org,404,10998
999,Group Purportedly Behind NSA Hack Releases Alt-Right Letter Addressed To Trump - BuzzFeed News,,web.archive.org,404,10999
1000,This Chicago Cop Is Accused Of Framing At Least 51 People For Murder - BuzzFeed News,,web.archive.org,404,11000
